종목코드,종목명,주소,설립일,대표자,전화번호,홈페이지
33240,자화전자,충북 청주시 청원구 북이면 충청대로 1217,1981-04-25,"김상면, 김찬용(각자대표)",043-210-7124,http://www.jahwa.co.kr
950,전방,서울시 서대문구 서소문로21 충정타워빌딩 13층,1953-02-23,조덕현,02-2122-6000,http://www.chonbang.co.kr
79900,전진건설로봇,충청북도 음성군 금왕읍 대금로 1264,1999-11-12,고현국,043-879-2600,http://www.junjin.com
348950,제이알글로벌리츠,"서울특별시 중구 을지로 100 (을지로2가, 파인에비뉴) 비동 21층",2019-10-18,오남수,02-2008-7035,http://jrglobalreit.com
194370,제이에스코퍼레이션,서울특별시 송파구 위례성대로 138 (방이동),1987-12-26,홍재성,02-2040-3400,http://www.jskor.com
25620,제이준코스메틱,서울특별시 용산구 서빙고로51길 52 4층,1975-04-20,손상훈,02-2193-9500,http://www.jayjun.kr
30000,제일기획,서울시 용산구 이태원로 222 제일기획,1973-01-17,김종현,02-3780-2114,http://www.cheil.com
271980,제일약품,"서울시 서초구 사평대로 343 (반포동, 제일약품사옥)",2017-06-01,"성석제, 한상철 (공동대표)",02-549-7451,http://www.jeilpharm.co.kr
1560,제일연마,경북 포항시 남구 대송로101번길 34(장흥동),1974-12-27,"오유인, 오현수, 추헌주 (각자 대표)",054-285-8401,http://www.grinding.co.kr
2620,제일파마홀딩스,서울시 서초구 사평대로 343,1959-03-07,한상철,02-549-7451,http://www.jeilpharm.co.kr
6220,제주은행,제주특별자치도 제주시 1100로 3351 세기빌딩,1969-03-20,이희수,064-720-0200,http://www.e-jejubank.com
89590,제주항공,"제주도 제주시 신대로 64 (연동, 건설공제회관 3층)",2005-01-25,김이배,070-7420-1066,http://www.jejuair.net
4910,조광페인트,부산시 사상구 삼덕로5번길 148 (삼락동),1967-01-16,양성아,051-304-7701,http://www.ckpc.co.kr
4700,조광피혁,"충북 청주시 흥덕구 공단로126번길 97(송정동, 공단2브럭)",1966-08-03,이연석,043-270-5311,http://www.chokwang.co.kr
1550,조비,서울시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),1955-11-15,이승연,02-3488-5840,http://www.chobi.co.kr
462520,조선내화,전라남도 광양시 산업로 55 태인동 (주)조선내화,2023-07-04,최광철,061-798-8114,http://www.chosunref.co.kr
120030,조선선재,경북 포항시 남구 괴동로 43 (장흥동),2010-01-01,장원영,054-289-8200,http://www.chosunwelding.com
18470,조일알미늄,경북 경산시 진량읍 공단6로 98,1985-09-19,"이영호,성원모",053-856-5252,http://www.choilal.co.kr
2600,조흥,경기도 안산시 단원구 시화로 38 (성곡동),1959-02-11,함영제,031-310-7000,http://www.choheung.co.kr
185750,종근당,서울시 서대문구 충정로 8  종근당빌딩(충정로 3가),2013-11-05,김영주,02-2194-0300,http://www.ckdpharm.com
63160,종근당바이오,서울시 서대문구 충정로 8 (충청로3가),2001-11-13,박완갑,02-2194-0555,http://www.ckdbio.com
1630,종근당홀딩스,서울시 서대문구 충정로 8 종근당빌딩,1956-01-10,최희남,02-6373-0600,http://www.ckd-holdings.com
109070,주성코퍼레이션,충청남도 당진시 시곡로 307,2009-02-25,허용호,070-7563-6333,http://www.conbuzz.co.kr
44380,주연테크,서울특별시 서초구 사임당로 32 2층(서초동),1988-05-10,김희라,02-2122-1000,http://www.jooyon.co.kr
13890,지누스,"경기도 성남시 분당구 야탑로81번길 10, 8층(야탑동, 아미고타워)",1979-03-08,정백재,031-622-1700,http://www.zinus.com
13870,지엠비코리아,경남 창원시 성산구 웅남로 618,1979-03-20,"정세영, 송병영",055-263-2131,http://www.gmb.co.kr
71320,지역난방공사,경기도 성남시 분당구 분당로 368,1985-11-01,정용기,031-780-4114,http://www.kdhc.co.kr
88790,진도,서울시 금천구 가산디지털 1로 75 (가산동),2006-03-03,임병남,02-850-8270,http://www.jindofn.co.kr
3780,진양산업,경상남도 양산시 유산공단7길 42,1963-07-18,최원석,055-382-8981,http://www.cyc1963.com
10640,진양폴리우레탄,경기도 평택시 세교산단로 85번지 (세교동),1975-06-07,최재호,031-657-2545,http://www.chinyangpoly.kr
100250,진양홀딩스,부산광역시 부산진구 새싹로 73,2008-01-07,"양준영, 최창호(각자대표)",051-809-8813,http://www.cyholdings.kr
51630,진양화학,울산시 남구 장생포로 93 (여천동),2001-01-03,임경섭,052-278-0701,http://www.chinyang.co.kr
272450,진에어,서울시 강서구 공항대로 453,2008-01-23,박병률,,http://www.jinair.com
11000,진원생명과학,"서울특별시 영등포구 여의대로 108 20층(여의도동, 파크원NH금융타워(타워2))",1976-01-27,박영근,02-3458-4030,http://www.genels.com
2780,진흥기업,"인천시 연수구 컨벤시아대로 69, 송도밀레니엄 807호",1959-09-03,김태균,032-432-0658,http://www.chinhung.co.kr
9310,참엔지니어링,경기도 용인시 처인구 남사면 형제로 5,1973-10-04,이경희,031-330-8500,http://www.charmeng.com
650,천일고속,부산시 동구 중앙대로 168 (초량동),1949-09-30,박도현,051-254-9111,http://www.chunilexpress.com
12600,청호ICT,경기도 김포시 양촌읍 황금1로 185 3층,1977-10-13,조중환 대표,02-3670-7700,http://www.chunghoict.com
33250,체시스,경북 경산시 진량읍 일연로 528,1989-08-03,"이명곤, 김성광",053-851-8511,http://www.chasys.com
35720,카카오,제주도 제주시 첨단로 242 (영평동),1995-02-16,정신아,,http://www.kakaocorp.com
323410,카카오뱅크,"경기도 성남시 분당구 분당내곡로 131 (백현동, 판교테크원)",2016-01-22,윤호영,02-6288-6000,http://kakaobank.com
377300,카카오페이,경기도 성남시 분당구 판교역로 166 카카오페이판교아지트 B동 15층,2017-04-03,신원근,02-1644-7405,http://www.kakaopay.com
6380,카프로,울산광역시 남구 사평로 126 -,1969-12-30,박성명,02-399-1200,http://www.hcccapro.co.kr
1620,케이비아이동국실업,서울시 용산구 한강대로 350,1955-12-29,김용희,02-754-2961,http://www.kbidongkook.com
29460,케이씨,경기도 안성시 미양면 제2공단3길 30 -,1987-02-16,"고상걸, 권홍빈(각자대표)",031-670-8900,http://www.kct.co.kr
281820,케이씨텍,경기도 안성시 미양면 제2공단3길 12 -,2017-11-01,"양호근, 최동규 (각자 대표)",031-670-8000,http://www.kctech.co.kr
381970,케이카,서울특별시 영등포구 선유로43길 27 3층(양평동3가),2017-11-29,정인국,02-6220-0544,http://www.kcar.com
145270,케이탑리츠,서울특별시 강남구 삼성동 157-4 대천빌딩 5층,2010-11-04,"이명식, 조현만(각자대표)",02-783-5858,http://www.ktopreits.co.kr
417310,코람코더원리츠,"서울특별시 강남구 삼성로 511 (삼성동, 골든타워)",2015-09-15,서길석,02-2073-0482,http://koramcothe1.com
357120,코람코라이프인프라리츠,"서울특별시 강남구 삼성로 511, 4층(삼성동, 골든타워)",2019-12-10,주식회사코람코자산신탁,02-2073-0488,http://www.koramco.co.kr
7810,코리아써키트,경기도 안산시 단원구 강촌로 139번길 9,1972-04-11,장세준,031-491-3061,http://www.kcg.co.kr
3690,코리안리,"서울특별시 중구 청계천로 100 시그니쳐타워 4, 5층 코리안리재보험",1963-03-19,원종규,02-3702-6000,http://www.koreanre.co.kr
192820,코스맥스,경기도 화성시 향남읍 제약공단 2길 46,1992-11-12,"최경, 이병만",031-359-0300,http://www.cosmax.com
44820,코스맥스비티아이,"경기도 성남시 분당구 판교로 255, F동 801호(삼평동,판교이노밸리)",1992-11-12,"허민호, 이병주",031-789-3000,http://www.cosmaxbti.com
5070,코스모신소재,충북 충주시 충주호수로 36 (목행동),1967-05-16,홍동환,043-850-1114,http://www.cosmoamt.com
5420,코스모화학,서울시 서초구 반포대로 43 코스모빌딩 5층,1968-02-12,김두영,052-231-6700,http://www.cosmochem.co.kr
71950,코아스,서울시 영등포구 선유로52길 17,1992-07-24,"민경중, 노병구(각자 대표)",02-2163-6000,http://www.ikoas.com
2020,코오롱,"경기도 과천시 코오롱로 11, 코오롱타워",1957-04-12,"안병덕, 이규호",02-3677-3114,http://www.kolon.com
138490,코오롱ENP,경북 김천시 공단3길 64 (응명동),1996-03-15,김영범,054-420-8371,http://www.kolonplastics.com
3070,코오롱글로벌,경기도 과천시 코오롱로 11,1960-12-28,김정일,02-3677-4406,http://www.kolonglobal.com
450140,코오롱모빌리티그룹,서울특별시 송파구 오금로 132 -,2023-01-02,"강이구, 최현석",02-3705-1125,http://www.kolonmobilitygroup.com
120110,코오롱인더,서울시 강서구 마곡동로 110 코오롱 One&Only 타워,2010-01-05,"허성, 유석진",02-3677-3114,http://www.kolonindustries.com
21240,코웨이,충남 공주시 유구읍 유구마곡사로 136-23,1989-05-02,서장원,041-850-7811,http://www.coway.com
36420,콘텐트리중앙,서울시 강남구 도산대로 156(논현동),1987-09-28,"이중원, 홍정인(각자대표)",02-3015-0540,http://www.contentreej.com
24720,콜마홀딩스,세종시 전의면 덕고개길 12-11,1990-05-15,윤상현,041-862-1057,http://www.kolmarholdings.co.kr
31820,아이티센씨티에스,"경기도 과천시 과천대로12길 117 제이동 801호,802호,901호(갈현동,과천펜타원)",1983-08-18,권창완,02-3289-0114,http://www.comtec.co.kr
192400,쿠쿠홀딩스,경남 양산시 유산공단2길 14 (교동),1978-11-15,구본학,055-380-0734,http://www.cuckoo.co.kr
284740,쿠쿠홈시스,경기도 시흥시 엠티브이북로 349 (정왕동),2017-12-01,구본학,032-457-9000,http://www.cuckoo.co.kr
264900,크라운제과,서울시 용산구 한강대로72길 3 (남영동),2017-03-02,윤석빈,02-791-9123,http://www.crown.co.kr
5740,크라운해태홀딩스,서울시 용산구 한강대로 72길 3 (남영동),1968-09-18,윤석빈,02-791-9133,http://www.crown.co.kr
259960,크래프톤,서울특별시 강남구 테헤란로 231,2007-03-26,김창한,031-698-3311,http://www.krafton.com
20120,키다리스튜디오,서울특별시 성동구 연무장11길 8 성수2가 273-50,1987-07-29,"허흥범, 박건원 (각자대표)",02-6320-8500,http://www.kidaristudio.com
39490,키움증권,서울특별시 영등포구 의사당대로 96 TP타워(사학연금 서울회관),2000-01-31,엄주성,02-3787-5000,http://www.kiwoom.com
14580,태경비케이,서울시 강서구 공항대로 467(등촌동) 송원빌딩 6층,1980-01-22,"김민정, 정구일, 박충기 (각자 대표)",02-3661-8018,http://www.bkmp.co.kr
15890,태경산업,"서울시 강서구 공항대로 467, 4층(등촌동, 송원빌딩)",1982-02-15,"김해련, 박충기, 김민정 (각자 대표)",031-206-0071,http://www.taekyung.co.kr
6890,태경케미컬,서울시 강서구 공항대로 467 (등촌동),1970-11-11,박기환,02-3661-8011,http://www.taekyungchem.co.kr
3240,태광산업,서울시 중구 동호로 310 (장충동2가),1961-09-15,유태호,02-3406-0290,http://www.taekwang.co.kr
11280,태림포장,경기도 시흥시 공단1대로 379번안길 74,1976-04-12,이복진,031-499-3333,http://www.tailim.com
4100,태양금속공업,경기도 안산시 단원구 해봉로 212 (성곡동),1964-12-24,"한우삼, 한하워드성",031-490-5500,http://www.taeyangmetal.com
9410,태영건설,경기도 광명시 신기로 20 -,1973-11-20,"최금락, 최진국 (각자대표)",031-910-6999,http://www.taeyoung.com
1420,태원물산,서울시 강남구 테헤란로 86길 14 (대치동),1955-01-11,남기영,02-555-4301,http://www.twms.co.kr
55490,테이팩스,"경기도 수원시 영통구 대학4로 17 제8층 812호, 813호(이의동, 에이스광교타워 1차)",1994-04-15,허지행,031-8047-4100,http://www.tapex.co.kr
78000,텔코웨어,서울시 서초구 법원로 3길 20-7 (서초동),2000-01-11,"금한태, 배성 (각자 대표)",02-2105-9800,http://www.telcoware.com
214420,토니모리,"서울시 서초구 남부순환로 2557 (서초동, 토니모리빌딩)",2006-07-26,김승철,02-593-3191,http://www.tonymoly.com
19180,티에이치엔,대구시 달서구 갈산동 성서로71길 43 (갈산동),1986-07-23,"이광연, 채승훈",053-583-3001,http://www.th-net.co.kr
363280,티와이홀딩스,"서울특별시 영등포구 여의공원로 111, 10층(여의도동)",2020-09-01,오동헌,02-2090-6613,http://ty-holdings.co.kr
91810,티웨이항공,대구광역시 중구 동덕로 167 케이티대구타워 신관 10층 (동인동2가),2010-08-16,정홍근,02-6250-5900,http://www.twayair.com
4870,티웨이홀딩스,"서울시 성동구 아차산로 153, 7층 (성수동 2가, 예림출판문화센터)",1945-10-10,황정현,02-2056-9800,http://www.twayholdings.com
34230,파라다이스,서울특별시 중구 퇴계로 299 파라다이스빌딩,1972-04-27,최종환,02-2280-5000,http://www.paradise.co.kr
5690,파미셀,"서울시 강남구 언주로 874, 7층(신사동, 쌍봉빌딩)",1968-08-20,김현수,02-3496-0114,http://www.pharmicell.com
36580,팜스코,경기도 안성시 미양면 제2공단4길 33,1999-10-01,정학상,,http://www.farmsco.com
4720,팜젠사이언스,경기도 화성시 향남읍 제약공단2길 50,1966-08-22,김혜연 박희덕(각자),02-2194-3532,http://www.pharmgenscience.com
28670,팬오션,"서울시 종로구 종로5길 7, Tower8",1966-05-28,"김홍국, 안중호(각자 대표이사)",02-316-5114,http://www.panocean.com
10820,퍼스텍,경남 창원시 성산구 남면로 485,1975-09-25,손경석,055-212-1606,http://www.firsteccom.co.kr
16800,퍼시스,서울시 송파구 오금로 311 (오금동),1983-03-11,"배상돈,박광호",02-443-9999,http://www.fursys.com
1020,페이퍼코리아,전북 군산시 외항로 1245,1953-06-06,권육상,063-440-5000,http://www.papercorea.co.kr
90080,평화산업,대구시 달성군 논공읍 논공로 597,2006-05-02,"황순용, 김주영",053-610-7027,http://www.ph.co.kr
10770,평화홀딩스,대구시 달성군 논공읍 논공로 597,1950-10-30,"황순용, 김주영",053-610-8500,http://www.ph.co.kr
22100,포스코DX,경북 포항시 남구 호동로 68,1989-11-15,심민석,054-280-1114,http://www.poscoict.com
58430,포스코스틸리온,경북 포항시 남구 철강로 173 (장흥동),1988-02-15,대표 사장 천시열,054-280-6114,http://www.poscosteeleon.com
47050,포스코인터내셔널,서울특별시 강남구 테헤란로 440 포스코센터,2000-12-27,대표 사장 이계인,02-759-2114,http://www.poscointl.com
3670,포스코퓨처엠,경북 포항시 남구 신항로 110 (주)포스코켐텍,1971-05-13,엄기천,054-290-0114,http://www.poscofuturem.com
17810,풀무원,충북 음성군 대소면 삼양로 730-27,1984-05-31,이우봉,043-879-4500,http://www.pulmuone.kr
103140,풍산,경기도 평택시 포승읍 평택항로156번길 134,2008-07-04,"류진, 박우동",02-3406-5114,http://www.poongsan.co.kr
5810,풍산홀딩스,인천시 계양구 아나지로 156 효성동 (주)풍산홀딩스,1968-10-22,박우동,02-2278-6700,http://www.poongsanhc.co.kr
950210,프레스티지바이오파마,21 BIOPOLIS ROAD #04-24 NUCLEOS SINGAPORE (138567) -,2015-07-13,박소연,070-4124-6152,http://www.prestigebiopharma.com
9810,플레이그램,서울시 강남구 삼성로648 4층 삼성동,1974-04-17,"김재욱, 선영",02-6000-7800,http://www.playgram.co.kr
86790,하나금융지주,서울시 중구 을지로 66(을지로 2가),2005-12-01,함영주,02-2002-1110,http://www.hanafn.com
293480,하나제약,경기도 화성시 향남읍 제약단지로 13-39,1978-01-19,최태홍,02-559-5749,http://www.hanaph.co.kr
39130,하나투어,서울시 종로구 인사동5길 41 (주)하나투어,1993-10-25,송미선,02-2127-1000,http://www.hanatour.com
352820,하이브,서울특별시 용산구 한강대로 42 용산트레이드센터,2005-02-01,이재상,02-3444-0105,http://hybecorp.com
71090,하이스틸,충남 당진시 송악읍 부곡공단4길 28-252,2003-01-01,엄정근,02-2273-2140,http://www.histeel.co.kr
80,하이트진로,서울시 강남구 영동대로 714,1954-06-15,김인규,02-3219-0114,http://www.hitejinro.com
140,하이트진로홀딩스,서울시 강남구 영동대로 714 (청담동),1933-08-09,김인규,02-520-3112,http://www.hitejinroholdings.com
152550,한국ANKOR유전,,,,,https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
36460,한국가스공사,대구시 동구 첨단로120 (신서동),1983-08-18,최연혜,053-670-0114,http://www.kogas.or.kr
5430,한국공항,서울시 강서구 양천로 13,1968-02-20,이수근,02-2660-3114,http://www.kas.co.kr
71050,한국금융지주,서울시 영등포구 의사당대로 88,2003-01-11,김남구,02-3276-6400,http://www.koreainvestment.com
10040,한국내화,충남 당진시 송산면 무수들길 370,1976-03-13,변성희,041-359-2200,http://www.fskrc.co.kr
25540,한국단자공업,인천시 연수구 갯벌로 38 (송도동),1973-04-20,"이창원,이원준",032-814-9981,http://www.ket.com
10100,한국무브넥스,울산시 동구 미포1길 2 (동부동),1974-07-15,이현덕,052-233-5511,http://www.kofco.com
4090,한국석유공업,서울시 용산구 이촌로 166,1964-12-11,"강승모,송상호(각자 대표)",02-799-3114,http://www.koreapetroleum.com
2200,한국수출포장공업,서울시 서초구 서초중앙로63 리더스빌딩 4층,1957-11-21,"허용삼, 허정훈(각자대표이사)",02-525-2981,http://www.keppack.co.kr
2960,한국쉘석유,부산시 남구 신선로 250 (용당동),1960-07-05,이승봉,051-620-5133,http://www.shell.co.kr
240,한국앤컴퍼니,경기도 성남시 분당구 판교로 286,1941-05-10,"조현범, 박종호(각자 대표)",02-2222-1000,http://www.hankookandcompany.com
123890,한국자산신탁,"서울시 강남구 테헤란로 306 (역삼동, 카이트타워)",2001-03-20,김규철,02-2112-6300,http://www.kait.com
15760,한국전력공사,전남 나주시 전력로 55,1961-07-01,김동철,061-345-3114,http://www.kepco.co.kr
6200,한국전자홀딩스,서울시 서초구 마방로 10길 5,1969-09-09,박 명 덕,02-3497-5535,http://www.kecholdings.co.kr
27970,한국제지,울산광역시 울주군 온산읍 원산로 40 한국제지 온산공장,1984-07-16,안재호,053-603-0600,http://www.seha.co.kr
23350,한국종합기술,경기도 하남시 덕풍동로 111-21 (덕풍동),1963-03-09,김한영,031-735-4555,http://www.kecc.co.kr
25890,한국주강,경상남도 함안군 법수면 장백로 585,1987-08-26,하만규,055-585-7001,http://www.hascokorea.co.kr
970,한국주철관공업,부산시 사하구 을숙도대로 525,1953-04-27,"김태형, 이창훈, 김영훈 (각자대표제)",051-291-5481,http://www.kcip.co.kr
104700,한국철강,경남 창원시 성산구 공단로103번길 12,2008-09-03,"문종인, 이수하",055-260-0500,http://www.kisco.co.kr
17960,한국카본,경남 밀양시 부북면 춘화로 85,1984-09-17,"조문수, 이명화 공동대표이사",055-350-8888,http://www.hcarbon.com
161890,한국콜마,세종시 전의면 덕고개길 12-11,2012-10-02,최현규,044-862-8490,http://www.kolmar.co.kr
161390,한국타이어앤테크놀로지,경기도 성남시 분당구 판교로 286,2012-09-01,"안종선, 이상훈(공동대표)",02-2222-1000,http://www.hankooktire.com
34830,한국토지신탁,서울특별시 강남구 테헤란로 137 코레이트타워,1996-04-04,"최윤성, 김성진",02-3451-1100,http://www.koreit.co.kr
7280,한국특강,경상남도 함안군 칠서면 공단동길 98 -,1971-05-18,박성우,051-323-2611,http://www.ekosco.com
168490,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),,,,,https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#no-such-element-exception
47810,한국항공우주,경남 사천시 사남면 공단1로 78,1999-12-14,강구영,055-851-1000,http://www.koreaaero.com
123690,한국화장품,서울시 종로구 청계천로 35 (서린동),2010-05-03,이용준,02-724-3114,http://www.ihkcos.co.kr
3350,한국화장품제조,서울시 종로구 청계천로 35 (서린동),1962-03-21,이용준,02-724-3710,http://www.hkcosm.com
11500,한농화성,전북 군산시 외항1길 24,1976-07-10,"김응상, 경상호",063-462-2455,http://www.hannong.co.kr
2390,한독,서울시 강남구 테헤란로 132,1954-04-27,"김영진, 백진기",02-527-5114,http://www.handok.co.kr
53690,한미글로벌,서울시 강남구 테헤란로87길 36 도심공항타워 9층,1996-06-18,"윤요현, 박서영",02-3429-6300,http://www.hanmiglobal.com
42700,한미반도체,인천시 서구 가좌로30번길 14(가좌동),1980-12-24,곽동신,032-571-9100,http://www.hanmisemi.com
8930,한미사이언스,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단,1973-06-15,김재교,02-410-9114,http://www.hanmiscience.co.kr
128940,한미약품,경기도 화성시 팔탄면 무하로 214,2010-07-05,박재현,02-410-9114,http://www.hanmi.co.kr
9240,한샘,경기도 안산시 단원구 번영2로 144,1973-09-12,김유진(대표집행임원),02-6470-3114,http://company.hanssem.com
20000,한섬,서울시 강남구 도산대로 523 (청담동),1987-05-25,김민덕,02-3416-2000,http://www.handsome.co.kr
3680,한성기업,부산시 영도구 태종로 63 (대교동1가),1963-03-14,"임우근, 임준호",051-410-7100,http://www.hsep.com
105630,한세실업,서울시 영등포구 은행로 29 정우빌딩 5층,2009-01-06,"김익환, 김경",02-3779-0779,http://www.hansae.com
69640,한세엠케이,서울시 강남구 논현로 633 MK빌딩,1995-03-31,"김지원, 임동환(각자 대표)",02-2142-5000,http://www.hansaemk.com
16450,한세예스24홀딩스,"서울시 영등포구 은행로 30, 중소기업중앙회 6층",1982-11-18,"김동녕, 김석환",02-3779-0800,http://www.hansaeyes24.com
10420,한솔피엔에스,"서울시 중구 퇴계로 213, 5층(충무로4가, 일흥빌딩)",1975-02-04,"홍성민, 김형준(각자대표)",02-6005-4534,http://www.hansolpns.com
9180,한솔로지스틱스,서울시 중구 을지로 100 파인애비뉴 B동 22층,1973-08-14,고정한,02-3287-7400,http://www.hansollogistics.com
213500,한솔제지,서울시 중구 을지로 100 파인에비뉴 B동 23 ~ 24층 (을지로2가),2015-01-02,한경록,02-3287-6040,http://www.hansolpaper.co.kr
14680,한솔케미칼,"서울시 강남구 테헤란로 513 K Tower 7,8층",1980-03-13,박원환,02-2152-2326,http://www.hansolchemical.com
4710,한솔테크닉스,서울시 중구 을지로 100,1966-08-30,유경준,02-3287-7902,http://www.hansoltechnics.com
4150,한솔홀딩스,서울시 중구 을지로 100 파인애비뉴 B동 24층,1965-01-19,이명길,02-3287-6875,http://www.hansol.com
25750,한솔홈데코,"서울시 동작구 보라매로5길 15, 전문건설회관 27층",1991-12-27,김경록,02-3284-3881,http://www.hansolhomedeco.co.kr
4960,한신공영,경기도 용인시 처인구 백암면 덕평로 82,1967-02-24,"최문규,전재식(각자 대표)",02-3393-3114,http://www.hanshinc.com
11700,한신기계공업,경기도 안산시 단원구 해봉로 330번길 23 (신길동),1969-09-08,최영민,031-491-3911,http://www.hanshin.co.kr
1750,한양증권,서울시 영등포구 국제금융로 6길 7 (여의도동),1956-03-27,임재택,02-3770-5000,http://www.hygood.co.kr
18880,한온시스템,대전시 대덕구 신일서로 95 (신일동),1986-03-11,대표 이수일,042-930-6114,http://www.hanonsystems.com
9420,한올바이오파마,대전시 대덕구 상서당1길 43 (상서동),1973-11-20,"정승원,박수진(공동대표)",042-932-5997,http://www.hanall.co.kr
14130,한익스프레스,경기도 화성시 양감면 초록로 103,1979-05-15,유인철,02-3400-5474,http://www.hanex.co.kr
300720,한일시멘트,서울특별시 서초구 효령로 275,2018-07-02,"전근식, 오해근",02-531-7000,http://www.hanilcement.com
2220,한일철강,서울시 중구 퇴계로27길 28 한영빌딩 9층,1957-12-05,엄정헌,02-2267-6161,http://www.hanilsteel.co.kr
6390,한일현대시멘트,서울특별시 서초구 효령로 275,1969-12-30,"전근식, 오해근",02-520-2114,http://www.hanilhdcement.com
3300,한일홀딩스,서울특별시 서초구 효령로 275,1961-12-28,"허기호, 박지훈",02-531-7000,http://www.hanil.com
51600,한전KPS,전남 나주시 문화로 211 (빛가람동 377),1984-03-27,김홍연,061-345-0114,http://www.kps.co.kr
52690,한전기술,경북 김천시 혁신로 269 (율곡동),1975-10-01,김태균,031-289-3114,http://www.kepco-enc.com
130660,한전산업,서울시 중구 서소문로 115 한산빌딩,1990-04-11,함흥규,02-2250-2700,http://www.kepid.co.kr
2320,한진,서울시 중구 남대문로 63 (남대문로2가),1958-03-10,노삼석,02-728-5114,http://www.hanjin.co.kr
3480,한진중공업홀딩스,경기도 남양주시 별내3로 391 관리동 1층,1937-07-10,조원국,051-410-3114,http://www.hhic-holdings.com
180640,한진칼,서울특별시 중구 서소문로 117 -,2013-08-01,"조원태, 류경표",02-726-6166,http://www.hanjinkal.co.kr
5110,한창,"부산시 연제구 중앙대로1043번길 50, 4층(연산동)",1967-07-10,이동우,02-850-6500,http://www.hanchang.co.kr
9460,한창제지,경남 양산시 웅상대로 1564 (용당동),1973-12-06,"KIM JOONYOUNG, 이상무 각자대표",055-370-2000,http://www.hanchangpaper.co.kr
372910,한컴라이프케어,경기도 용인시 처인구 양지면 중부대로1960번길 53,1996-12-30,김선영,031-5183-9021,http://www.hancomlifecare.com
880,한화,"서울시 중구 청계천로 86, 24층(장교동)",1952-10-28,"김동관, 김승모, 양기원",02-729-1114,http://www.hanwhacorp.co.kr
452260,한화갤러리아,"서울특별시 영등포구 63로 50 63한화생명빌딩 11층, 12층",2023-03-02,김영훈,02-410-7114,http://www.hanwhagalleria.co.kr
451800,한화리츠,"서울특별시 영등포구 63로 50 53층(여의도동,63한화생명빌딩)",2022-05-10,한화자산운용(주),02-6950-0000,http://www.hanwhareit.com
489790,한화비전,경기도 성남시 분당구 판교로319번길 6,2024-09-02,김기철,070-7147-8880,http://www.hanwhavision.com
88350,한화생명,서울시 영등포구 63로50 (여의도동 한화금융센터 63),1946-09-09,여승주,,http://www.hanwhalife.com
370,한화손해보험,서울시 영등포구 여의대로 56 (여의도동),1946-04-01,나채범,,http://www.hwgeneralins.com
9830,한화솔루션,서울시 중구 청계천로 86 한화빌딩,1974-04-27,"남정운, 홍정권, 김동관",02-729-2700,http://www.hanwhasolutions.com
272210,한화시스템,경상북도 구미시 1공단로 244,2000-01-11,손재일,02-729-4605,http://www.hanwhasystems.com
12450,한화에어로스페이스,경남 창원시 성산구 창원대로 1204 (성주동),1977-08-01,"김동관, 손재일, Michael Coulter",055-260-2114,http://www.hanwhaaerospace.com
82740,한화엔진,경남 창원시 성산구 공단로 67(신촌동),1999-12-30,유문기,055-260-6000,http://www.hanwha-engine.com
42660,한화오션,경남 거제시 거제대로 3370 (아주동),2000-10-23,김희철,055-735-2114,http://www.hanwhaocean.com
3530,한화투자증권,서울시 영등포구 여의대로 56 한화증권빌딩,1962-07-19,한두희,02-3772-7000,http://www.hanwhawm.com
195870,해성디에스,경남 창원시 성산구 웅남로 726,2014-04-17,최영식,070-4761-0000,http://www.haesungds.co.kr
101530,해태제과식품,충남 천안시 서북구 성거읍 천흥8길 67-26,2001-07-11,"신정훈, 이상진(각자대표)",02-709-7448,http://www.ht.co.kr
143210,핸즈코퍼레이션,인천시 서구 가정로37번길 50,1972-03-03,"승현창, 박세진(각자대표)",032-870-9523,http://www.handscorp.co.kr
720,현대건설,서울시 종로구 율곡로 75 현대건설빌딩,1950-01-10,이한우,02-746-1114,http://www.hdec.kr
453340,현대그린푸드,경기도 용인시 수지구 문인로 30 현대그린푸드,2023-03-02,박홍진,031-525-2097,http://www.hyundaigreenfood.com
86280,현대글로비스,서울특별시 성동구 왕십리로 83-21,2001-02-22,이규복,02-6191-9114,http://www.glovis.net
64350,현대로템,경남 창원시 의창구 창원대로 488,1999-07-01,이용배,055-273-1341,http://www.hyundai-rotem.co.kr
79430,현대리바트,경기도 용인시 처인구 남사면 경기동로 316,1999-06-10,윤기철,02-3480-8000,http://www.hyundailivart.co.kr
12330,현대모비스,서울시 강남구 테헤란로 203,1977-07-01,"정의선, 이규석",02-2018-5114,http://www.mobis.co.kr
69960,현대백화점,서울특별시 강남구 테헤란로98길 12,2002-11-01,"정지선, 정지영 (각자대표)",02-549-2233,http://www.ehyundai.com
4560,현대비앤지스틸,경남 창원시 성산구 적현로 124,1966-04-07,"정일선,이선우(각자 대표이사)",055-268-4114,http://www.hyundai-bngsteel.com
4310,현대약품,충남 천안시 동남구 풍세면 잔다리길 55,1965-07-16,이상준,041-570-5114,http://www.hyundaipharm.co.kr
