종목명,종목코드,짧은 요약
태원물산,1420,"태원물산은 자동차 부품과 식품사업을 병행하는 회사로, 워터펌프 같은 엔진부품을 국내외 기업에 공급하고 있어. 파스타, 젤라또, 냉동간편식 등을 수입·제조해 국내 유통사에 납품하고 있어. 2024년 식품사업 조직을 분리하고 전문 인력을 영입해 사업 확장을 본격화했어. 2025년에는 김 사업을 추진해 경쟁력을 높일 계획이야."
테이팩스,55490,"테이팩스는 전자재료와 소비재를 만드는 회사로, 2차전지, 디스플레이용 테이프와 식품포장용 랩을 생산해. 2003년 유니랩을 인수해 식품포장 사업에 진출했고, 이후 전자재료 테이프까지 영역을 확대했어. 최근엔 반도체와 차량용까지 고기능성 전자소재로 확장 중이야. 1994년 설립돼 1998년 현재 사명으로 변경됐어."
텔코웨어,78000,"텔코웨어는 통신망 소프트웨어를 개발하는 회사로, SKT, SKB, LGU+ 같은 국내 통신사를 고객으로 두고 있어. 핵심 코어망 솔루션인 HLR, IMS 외에도 5G용 NRF, NSSF, MEC 솔루션을 개발·공급하고 있어. 최근엔 LG유플러스의 신규 요금제 시스템도 구축했어. 2000년 설립돼 2004년 유가증권시장에 상장됐어."
토니모리,214420,"토니모리는 화장품 브랜드샵 중심의 회사로, 기초와 색조 제품을 중심으로 ‘토니모리’와 ‘튠나인’ 브랜드를 운영하고 있어. 메가코스, 태성산업과 협업하며 시장 트렌드에 빠르게 대응하고 있어. 2021년엔 반려동물 간식 회사 오션을 인수해 HACCP 인증 시설로 OEM/ODM 사업도 하고 있어. 2006년 설립돼 색다른 브랜드 이미지로 마케팅 중이야."
티에이치엔,19180,"티에이치엔은 자동차 전기 배선 시스템인 와이어 하네스를 전문으로 제조하는 회사로, 현대기아차그룹에 납품하고 있어. 중국, 브라질, 필리핀, 베트남, 멕시코 등 다양한 국가에 생산기지를 운영 중이야. 원가 절감과 생산 효율화를 통해 글로벌 시장 경쟁력을 높이고 있어. 1986년 설립돼 1996년 유가증권시장에 상장됐어."
티와이홀딩스,363280,"티와이홀딩스는 SBS, 태영건설, 블루원, DMC미디어 등 다양한 회사를 지배하는 순수 지주회사야. 방송, 건설, 레저, 기타 투자 사업을 포괄하며 각 자회사의 독립 경영을 지원하고 있어. 투명한 지배구조와 성과 기반 평가 시스템으로 경영 효율성을 높이고 있어. 2020년 설립된 이후 책임경영체제를 정착시키고 있어."
티웨이항공,91810,"티웨이항공은 국내외 총 57개 노선을 운영하는 저비용항공사로, B737, A330 등 총 37대의 항공기를 보유하고 있어. 대구공항을 거점으로 한 독특한 노선 운영 전략이 특징이야. 기내식 케이터링 센터를 직접 운영하고 다양한 유료 서비스로 수익을 다변화하고 있어. 2010년 티웨이항공으로 출범했고 성장세를 이어가고 있어."
티웨이홀딩스,4870,"티웨이홀딩스는 티웨이항공을 관계회사로 보유한 지주회사로, 과거 여러 차례 사명과 경영권 변경을 거쳐 현재 체제를 갖췄어. 자체적으로는 PHC파일을 제조·유통하는 건자재 사업을 주력으로 하고 있어. 경기도 포천에 생산기지를 두고 경기 북부 지역을 중심으로 영업을 진행하고 있어. 1966년 설립돼 1977년 유가증권시장에 상장된 오랜 기업이야."
파라다이스,34230,"파라다이스는 서울, 부산, 인천, 제주에 외국인 전용 카지노를 운영하는 관광레저 전문기업이야. 해운대 파라다이스호텔과 미국 올랜도의 호텔도 보유하고 있어. 관광진흥법에 따라 카지노 운영 허가를 받고 있으며, 매출 일부를 관광기금과 세금으로 납부해. 1972년 설립돼 1997년 현재 사명으로 변경됐어."
파미셀,5690,"파미셀은 세계 최초 줄기세포 치료제를 개발한 바이오기업으로, 바이오메디컬과 바이오케미컬 두 부문을 운영하고 있어. 줄기세포 보관, 화장품 사업도 병행하며, 의약중간체와 친환경 전자소재도 생산하고 있어. 정밀화학 기반으로 사업을 다각화하고 있어. 1968년 유화통상으로 설립돼 2011년 파미셀로 사명 변경했어."
팜스코,36580,"팜스코는 배합사료를 중심으로 도축, 육가공, 양돈, 태양광 등 종합 축산식품 사업을 하는 회사야. 국내 4개 사료공장과 인도네시아 1개 공장을 운영하며 고품질 사료를 공급해. 신선식품 유통과 퇴비화 사업도 병행하면서 수직계열화를 이루고 있어. 1999년 대상에서 인적분할돼 설립됐고, 국내외 법인을 다수 보유하고 있어."
팜젠사이언스,4720,"팜젠사이언스는 소화기 치료제를 중심으로 한 제약사업과 건강기능식품 중심의 헬스케어 사업을 하는 회사야. 화성 향남에 본사와 생산시설, 전국에 15개 지점과 R&D센터를 운영하고 있어. 바이오신약본부를 신설해 염증성장질환, 간 MRI 조영제 등 신약 개발도 하고 있어. 1966년 수도약품공업으로 설립돼 성장해 온 기업이야."
팬오션,28670,"팬오션은 벌크선, 컨테이너선, 탱커, LNG선 등 다양한 선박으로 글로벌 해상화물운송을 하는 회사야. 곡물사업, 선박관리사업도 함께 하고 있으며 74개의 계열사를 거느린 하림그룹 소속이야. 포스코, 현대글로비스, 한국가스공사 등과 장기운송계약을 통해 안정적 수익을 확보하고 있어. 1966년 설립된 글로벌 해운 전문기업이야."
퍼스텍,10820,"퍼스텍은 방위산업을 전문으로 하는 기업으로, 자주포, 헬기, 유도무기 같은 무기 체계의 핵심 부품을 개발하고 있어. 냉각장치, 발사통제장비, 자동소화장치 등 첨단 장비를 생산하고 있어. 항공우주, 무인항공기, 유도무기 등으로 사업을 확대하며 대표 방산업체로 성장하고 있어. 1975년 제일정밀공업으로 설립돼 현재에 이르렀어."
퍼시스,16800,"퍼시스는 사무실 가구를 전문으로 만드는 국내 대표 브랜드로, 전국 250개 이상의 유통망과 38개국 수출을 통해 국내외 시장에서 활발히 활동 중이야. 자동화된 생산 시스템과 뛰어난 품질 덕분에 고객 만족도가 높고, 직접 배송 등 서비스도 강점이야. 경쟁사보다 우수한 품질과 서비스를 앞세워 고객 경험을 차별화하고 있어. 글로벌 진출에도 적극적이어서 브랜드 인지도를 계속 높이고 있어."
페이퍼코리아,1020,"페이퍼코리아는 1944년에 설립된 제지 회사로, 신문지와 크라프트지 같은 산업용지를 주로 만들어. 오랜 전통을 바탕으로 안정적인 생산과 공급 체계를 갖추고 있으며, 전북 군산에 공장이 있어. 최근에는 친환경 소재에 대한 수요 증가에 맞춰 관련 제품을 확대하고 있어. 종이 외에도 부동산 개발 사업을 병행해 수익 다변화를 시도하고 있어."
평화산업,90080,"평화산업은 자동차 부품 전문 회사로, 방진 부품, 에어서스펜션, 고무 호스 등을 생산해 현대차, 기아차 등 주요 완성차 업체에 공급하고 있어. 미국, 중국, 인도에 자회사를 통해 해외시장에도 진출해 있어. 자체 기술연구소를 운영하며 신기술 개발과 재료배합 기술 고도화에 주력하고 있어. 현대·기아차의 기술 인증을 받을 정도로 기술력을 인정받고 있어."
평화홀딩스,10770,"평화홀딩스는 평화산업 등을 거느린 자동차 부품 중심의 지주회사로, 1950년 고무제품 제조업에서 출발했어. 2006년에 제조 부문과 투자 부문을 분리해서 지주회사 체제로 전환했지. 주요 수익원은 자회사들로부터 받는 배당금과 용역 수익이야. 자동차 부품 제조 외에도 브랜드 관리, 경영지도 같은 지주사업을 수행하고 있어."
포스코DX,22100,"포스코DX는 포스코 그룹의 IT 전문 자회사로, 산업 현장 자동화와 디지털 전환을 위한 ICT 서비스를 제공하고 있어. 기존 IT 서비스뿐만 아니라 AI, 로봇, 5G 기술을 융합한 스마트팩토리 솔루션을 제공하고 있어. 생성형 AI ‘P-GPT’나 제철소 특화 자율주행 시스템 같은 신기술 개발에도 힘쓰고 있어. 2024년에 유가증권시장에 상장하며 기술 기업으로서 존재감을 키웠어."
포스코스틸리온,58430,"포스코스틸리온은 아연도금강판, 알루미늄도금강판, 컬러강판 등 도금강판을 제조해 건축, 자동차, 가전 시장에 공급하는 철강 가공 전문 회사야. 포항에 본사를 두고 있으며, 2018년에는 생산설비 확장을 통해 연간 100만 톤 체제를 구축했어. 고부가가치 제품 중심으로 사업을 재편하고 동남아시아 시장 진출도 확대하고 있어. 미얀마 현지 공장을 통해 원가 절감과 수출 경쟁력을 확보하고 있어."
포스코인터내셔널,47050,"포스코인터내셔널은 대우의 무역 부문에서 출발한 종합 상사로, 철강, 식량, 에너지, 부품소재 트레이딩을 주력으로 하고 있어. 100여 개 해외 네트워크를 기반으로 다양한 글로벌 사업을 운영 중이야. 최근에는 가스전 개발과 LNG 밸류체인 사업 등 친환경 에너지 부문으로 영역을 넓히고 있어. 포스코에너지와의 합병 이후 친환경 종합사업회사로의 전환을 본격화하고 있어."
포스코퓨처엠,3670,"포스코퓨처엠은 내화물과 배터리 소재를 동시에 다루는 소재 전문 기업으로, 기존 내화물 생산에서 전기차용 양극재·음극재 제조로 사업을 확장했어. 포스코그룹의 배터리소재 밸류체인에 중요한 위치를 차지하고 있어. 생석회 제조나 공장 위탁운영 등 기초소재사업도 병행하고 있어. 2023년 사명을 변경하며 미래 지향적 소재기업으로의 정체성을 강화했어."
풀무원,17810,"풀무원은 건강한 먹거리를 중심으로 식품, 유통, 건강관리, 해외사업 등 다양한 분야를 운영하는 종합식품 기업이야. 1984년 시작해 2008년부터 지주회사 체제로 운영되고 있으며, 국내외 자회사와 함께 사업 영역을 넓히고 있어. 식물성 단백질 제품, 유기농 식품 등 건강과 환경을 중시하는 브랜드 이미지를 구축하고 있어. 자회사 간 시너지를 통해 지속가능한 성장을 추구하고 있어."
풍산,103140,"풍산은 동합금, 리드프레임, 총알 같은 금속 제품을 만드는 회사로 신동제품과 방산 제품 두 가지 분야에서 사업을 하고 있어. 군용 및 스포츠용 탄약을 비롯해 해외에도 다양한 법인을 통해 수출하고 있어. 신합금 개발이나 전투 드론 등 미래 방산기술에 대한 연구도 활발히 진행 중이야. 원래 풍산홀딩스에서 분할돼 현재는 제조에 집중하고 있어."
풍산홀딩스,5810,"풍산홀딩스는 풍산을 포함한 여러 금속 및 부품 제조 자회사를 관리하는 순수 지주회사야. 자회사를 통해 스테인리스, 동합금, 귀금속 제품을 제조하고 있고, 브랜드나 상표권 관리도 병행하고 있어. 지주회사로 전환된 후 사업은 자회사 지원과 경영 지도에 집중되고 있어. IT 시스템 용역사업도 병행하면서 수익원을 다양화하고 있어."
프레스티지바이오파마,950210,"프레스티지바이오파마는 항체의약품 개발에 특화된 제약사로, 바이오시밀러와 항체 신약을 개발하고 있어. 연구부터 생산까지 통합된 시스템을 갖춘 회사로, CDMO 전문 자회사와 함께 글로벌 경쟁력을 키우고 있어. 시장성과 효능이 입증된 제품을 중심으로 제품 포트폴리오를 구성하고 있어. 원가 경쟁력을 높이기 위한 기술 개발에도 집중하고 있어."
플레이그램,9810,"플레이그램은 회사에서 필요한 자재를 대신 구매해주는 MRO사업과 영화, 드라마 등 콘텐츠 제작을 함께하는 복합 사업 회사야. 전국 각지에 사무소가 있고, 비표준 품목도 잘 공급할 수 있는 시스템을 갖췄어. 영상 콘텐츠 사업은 기획부터 제작, 투자, 배급까지 자체적으로 수행하고 있어. 자체 e-Market Place 시스템으로 편리한 구매경험을 제공하고 있어."
하나금융지주,86790,"하나금융지주는 은행, 보험, 카드 등 여러 금융회사를 거느리는 국내 대표 금융지주회사야. 국내외 자회사를 통해 글로벌 네트워크를 운영하고 있으며, 다양한 금융 서비스를 제공해 시너지를 높이고 있어. 자회사 관리와 경영 전략 수립, 자본 조달 등을 통해 그룹 전체 경쟁력을 키우고 있어. 최근에는 디지털 금융 확대에도 힘을 쓰고 있어."
하나제약,293480,"하나제약은 마취제와 진통제 같은 전문의약품을 중심으로 하는 제약회사야. 약 360개가 넘는 건강보험 등록 의약품을 보유하고 있으며, 화성 공장과 R&D 센터에서 고품질 약을 생산하고 있어. 유럽 기준의 GMP 수준 공장도 보유해 해외 수출도 가능해. 지속적인 시설 투자와 연구로 경쟁력을 높이고 있어."
하나투어,39130,"하나투어는 여행 상품을 기획하고 판매하는 종합 여행사로, 국내외 여행사 및 온라인 채널을 통해 다양한 여행상품을 제공해. 패키지여행, 허니문, 현지투어 등 다양한 상품이 있고, 여객운송이나 호텔 사업도 하고 있어. 종속회사를 통해 소프트웨어 개발 같은 부가사업도 확장 중이야. 여행업계에서 오랜 업력을 바탕으로 높은 인지도를 가지고 있어."
하이브,352820,"하이브는 방탄소년단으로 유명해진 글로벌 엔터테인먼트 회사로, 음악·콘텐츠·기술을 접목해 사업을 하고 있어. 여러 레이블을 운영하면서 다양한 장르의 아티스트를 키우고 있어. 플랫폼, 게임, AI 등 테크 영역까지 확장하며 콘텐츠 산업의 혁신을 추구하고 있어. 멀티 레이블 전략과 글로벌 비즈니스로 지속 성장을 이어가고 있어."
하이스틸,71090,"하이스틸은 건설용 강관을 전문으로 생산하는 회사로, 작은 파이프부터 큰 사각강관까지 다양한 제품을 만들어. 2022년부터 함안 공장에서 대형 강관을 생산하면서 시장 확대에 나섰어. 일본 건설시장 진출도 시도하며 해외 수출도 확대 중이야. 고부가가치 제품 개발로 차별화를 꾀하고 있어."
하이트진로,80,"하이트진로는 맥주와 소주를 만드는 종합 주류회사로, ‘참이슬’과 ‘테라’ 같은 인기 브랜드로 잘 알려져 있어. 국내 소주 시장을 선도하면서 맥주와 생수 시장도 함께 공략하고 있어. 강력한 브랜드 파워와 유통망으로 안정적인 매출을 유지하고 있어. 신제품 개발과 마케팅에도 적극적이야."
하이트진로홀딩스,140,"하이트진로홀딩스는 하이트진로의 지주회사로, 자회사의 사업을 관리하고 브랜드, 상표권 등을 운영해. 2008년 지주회사로 전환된 이후 자금지원과 경영지도 같은 역할에 집중하고 있어. 자회사들이 주류사업에 집중할 수 있도록 지원해주는 역할이야. 자체 사업보다는 자회사 성과에 따라 수익이 달라지는 구조야."
한국ANKOR유전,152550,"한국ANKOR유전은 구체적인 사업 정보는 알려지지 않았지만, 이름처럼 해외 유전 개발에 투자하는 자산운용 성격의 특수목적 법인일 가능성이 커. 해외 석유자원 개발 프로젝트에 한국 투자자의 자금을 모아 투자하고 수익을 추구하는 구조야. 일반적으로 유전 개발 수익성과 국제 유가에 따라 실적이 크게 영향을 받아. 한국투자증권 계열과 연관된 투자 플랫폼 형태일 수 있어."
한국가스공사,36460,"한국가스공사는 1983년에 설립된 우리나라 천연가스 도매 전담 회사로, 국내 도시가스사나 발전소에 천연가스를 공급해. 해외에서 LNG를 도입해 전국 배관망을 통해 공급하고 있으며, 국내 천연가스 시장을 사실상 독점하고 있어. 최근에는 LNG 벙커링, 냉열 활용, 해외 자원개발 등 신사업에도 투자하고 있어. 탄소중립 시대에 맞춰 친환경 에너지 사업에도 적극적이야."
한국공항,5430,"한국공항은 대한항공 계열의 항공 지상조업 전문 회사로, 1968년 설립 이후 인천, 김포, 김해 등 주요 공항에서 항공기 급유, 수하물 처리, 화물 하역 등을 수행하고 있어. 항공 관련 장비 대여나 생수, 세탁, 지게차 렌탈 같은 기타 사업도 하고 있어. 오랜 업력을 바탕으로 높은 품질의 서비스 제공과 인증을 유지하고 있어. 항공 물류 서비스 경쟁력 확보를 위해 지속적으로 설비도 보완하고 있어."
한국금융지주,71050,"한국금융지주는 2003년 동원증권을 중심으로 설립된 금융지주회사로, 자회사들의 사업목표 설정과 성과평가, 자금조달, 경영지배구조 관리 등을 하고 있어. 주요 계열사에는 한국투자증권, 한국투자파트너스 등이 있으며, 다양한 금융 서비스를 통합 관리하고 있어. 금융 분야 전반에 걸친 경영 관리와 전략 수립을 수행해. 자금운용과 투자회사 관리를 함께 수행하는 구조야."
한국내화,10040,"한국내화는 제철, 시멘트, 발전소 등에 쓰이는 고온 재료인 내화물을 만드는 회사로, 다양한 정형·부정형 제품을 제조해. 1973년 설립 이후 우리나라 내화물 시장에서 과점적 지위를 유지하고 있으며, 품질과 기술력이 강점이야. 지속적인 기술개발과 품질 개선을 통해 제품 신뢰도가 높아. 다양한 산업에 꼭 필요한 고내열 재료를 안정적으로 공급하고 있어."
한국단자공업,25540,"한국단자공업은 자동차와 전자기기에 들어가는 커넥터와 모듈을 만드는 회사로, 특히 친환경차에 쓰이는 고전압 커넥터도 생산하고 있어. 국내외 15개의 계열사를 통해 글로벌 생산 및 판매망을 운영 중이야. 스마트 공장 시스템 도입과 연구개발을 통해 품질과 생산성을 동시에 끌어올리고 있어. 커넥터 분야에서 높은 기술력과 경쟁력을 갖춘 회사야."
한국무브넥스,10100,"한국무브넥스는 자동차 부품 전문 제조업체로, 주요 제품은 H/Shaft와 Axle 같은 구동 관련 부품이야. 울산과 경주에 국내 공장이 있고, 미국, 중국, 멕시코에 해외 생산법인을 운영하고 있어. 경량화와 고급화된 부품 개발에 집중하면서 글로벌 자동차 시장을 공략하고 있어. 서한기술연구소를 중심으로 기술 경쟁력 확보에 주력하고 있어."
한국석유공업,4090,"한국석유공업은 아스팔트와 케미칼 제품을 만드는 정유화학 기업으로, 울산과 양산 등지에 제조시설을 갖추고 있어. 합성수지, 방수시트, 냉매가스, 재활용 제품 등 다양한 화학제품도 생산하고 있어. 친환경 관련 제품 확대와 폐자원 재활용을 통해 환경친화적인 기업으로 변신 중이야. 1964년 설립된 전통 있는 석유화학 회사야."
한국수출포장공업,2200,"한국수출포장공업은 골판지 원지부터 상자까지 만드는 포장재 전문 회사로, 오산, 안성, 대전 등에 공장이 있어. 전 공정 자동화와 통합 시스템으로 빠른 납품과 비용 절감을 실현하고 있어. 고객 맞춤형 포장 솔루션으로 생산성과 효율성을 높이고 있어. 전사적 생산관리 시스템을 통해 품질과 고객 만족도를 높이고 있어."
한국쉘석유,2960,"한국쉘석유는 글로벌 윤활유 기업 쉘과 협력하는 합작회사로, 자동차, 산업, 선박용 윤활유를 생산하고 있어. 부산 용당동에 공장이 있으며, 친환경 GTL 기반 윤활유와 전기차 전용 윤활 기술도 개발 중이야. 세계 1위 쉘 그룹의 기술을 기반으로 고품질 제품을 제공하고 있어. 지속적으로 제품군을 확대하며 친환경 전략에 집중하고 있어."
한국앤컴퍼니,240,"한국앤컴퍼니는 에너지 솔루션과 타이어·배터리 서비스 중심의 지주회사로, 한국타이어앤테크놀로지를 계열사로 두고 있어. 자동차 관련 부품부터 기계·금형까지 다양한 제품을 생산하며, 관계사 관리와 경영지도에 집중하고 있어. 2021년 사업형 지주회사로 전환하면서 각 사업부문의 독립성과 책임 경영을 강화했어. 주요 자회사 간 협업을 통해 사업 경쟁력을 키우고 있어."
한국자산신탁,123890,"한국자산신탁은 부동산 신탁과 리츠, 자산운용을 아우르는 종합 부동산 금융회사로, 토지신탁, 담보신탁, 분양관리신탁 등을 수행해. 부동산 투자자문, 금융 상품 개발, 프로젝트 파이낸싱 등도 병행하면서 종합 서비스 역량을 키우고 있어. 우량 자산과 인력을 기반으로 성장했고, 신탁 외 금융 자회사도 보유하고 있어. 다양한 형태의 부동산 금융 서비스를 제공하는 선도 기업이야."
한국전력공사,15760,"한국전력공사는 우리나라 전력 생산과 유통을 담당하는 가장 큰 공기업으로, 발전, 송전, 배전 등 전기 관련 전 과정을 운영하고 있어. 원자력, 화력, 수력, 신재생 등 다양한 에너지원으로 전기를 만들고 있어. 국내 전력 대부분을 공급하며, 에너지 기술 개발과 수출도 준비 중이야. 에너지 신사업을 통한 미래 성장 동력도 확보 중이야."
한국전자홀딩스,6200,"한국전자홀딩스는 반도체 부품 제조 자회사를 거느리는 지주회사로, TR, IC, DIODE 같은 비메모리 반도체 부품을 생산해. Vision2025라는 중장기 계획을 통해 매출과 이익 확대를 목표로 하고 있어. 제조설비 개선, 인력 충원, 신규 투자 등으로 경쟁력을 키우고 있어. 주요 자회사인 케이이씨와 함께 반도체 산업을 중심으로 운영 중이야."
한국제지,27970,"한국제지는 인쇄용지와 포장지 전문 제조업체로, 백상지, 복사지, 마닐라지, 아이보리지 등을 생산해. 2023년 사명을 바꾸며 브랜드를 새롭게 정비했고, 고급 복사지와 친환경 포장재 개발로 시장을 확대하고 있어. 지속적인 시설투자와 품질 관리로 경쟁력을 유지하고 있어. 인쇄 및 포장 분야에서 국내 주요 업체 중 하나야."
한국종합기술,23350,"한국종합기술은 도로, 수자원, 도시계획, 철도 등 각종 공공 인프라 설계와 감리를 수행하는 종합 엔지니어링 회사야. 국내 공공기관과의 계약이 매출 대부분을 차지하며, 기술력이 핵심 경쟁력이야. 환경, 에너지 분야로 사업 확장도 시도 중이야. 신재생에너지 설계나 EPC 사업으로 새로운 기회를 찾고 있어."
한국주강,25890,한국주강은 조선·발전·철강·시멘트 산업에 쓰이는 대형 금속 부품을 생산하는 주강 전문 회사야. 1997년 상장한 이후 고품질 대형 주강품을 중심으로 안정적인 입지를 다지고 있어. 설비 투자를 통해 다양한 주강 제품을 만들 수 있는 생산 능력을 갖추고 있어. 수요가 꾸준한 산업군에 공급하면서 실적도 안정적인 편이야.
한국주철관공업,970,"한국주철관공업은 덕타일주철관과 수도용 강관을 생산하는 회사로, 오랜 역사를 지닌 배관 전문 기업이야. 부산, 포항 등지에 생산 시설을 두고 있으며, 자회사에서는 구조용 강관이나 화장품 사업도 하고 있어. 정부의 SOC 사업 규모와 밀접하게 연계된 매출 구조야. 제품 품질 향상과 시장 확대를 위한 기술 개발도 활발히 진행하고 있어."
한국철강,104700,"한국철강은 철근을 중심으로 철강제품을 생산하는 회사로, 전기로 제강 방식으로 다양한 규격의 철근을 만들고 있어. 2008년 구 한국철강에서 분할된 이후 독립 법인으로 운영 중이야. 생산공정에 디지털 기술을 적용해 효율성과 품질을 동시에 높이고 있어. 건설, 조달 등 다양한 유통 경로를 통해 철근을 공급하고 있어."
한국카본,17960,"한국카본은 탄소섬유 복합소재 전문 기업으로, LNG 운반선 단열재, 항공·방산·철도·자동차 부품 등 다양한 산업에 제품을 공급해. 탄소섬유 기반의 프리프레그, 하이브리드 페이퍼 같은 고기능 소재 개발에도 앞서 있어. 전기차, UAM, 우주산업 등 첨단 분야로도 사업을 확장하고 있어. 연구개발과 기술 상용화를 통해 글로벌 복합소재 시장에서 경쟁력을 높이고 있어."
한국콜마,161890,"한국콜마는 화장품 ODM(주문자개발생산) 분야에서 국내 최초로 성공한 전문기업으로, 기초, 기능성, 색조 화장품을 생산하고 있어. 자회사인 에이치케이이노엔은 의약품, 연우는 화장품 용기를 생산해 시너지 효과를 내고 있어. 화장품과 제약, 패키징까지 종합 역량을 갖춘 것이 강점이야. 기술력과 품질을 바탕으로 글로벌 시장에서도 인정받고 있어."
한국타이어앤테크놀로지,161390,"한국타이어앤테크놀로지는 글로벌 Top 10 안에 드는 타이어 제조 회사로, 국내 시장 점유율 1위야. 승용차, 트럭, 고성능차까지 다양한 타이어를 생산하고 있어. 기술 개발과 브랜드 강화, 고객 만족을 중시하며 세계 시장에서 영향력을 넓히고 있어. 지속적인 연구개발과 글로벌 네트워크를 통해 성장을 이어가고 있어."
한국토지신탁,34830,"한국토지신탁은 부동산 신탁을 전문으로 하는 회사로, 부동산 개발과 투자, 분양관리, 도시정비사업 등을 수행해. 부동산 금융 상품도 운영하면서 리츠나 PFV 같은 금융 구조에도 참여하고 있어. 2016년 유가증권시장에 상장하면서 본격적인 성장 궤도에 올랐어. 종합 부동산 금융회사로서 입지를 계속 다져가고 있어."
한국특강,7280,"한국특강은 철 스크랩을 전기로로 녹여 봉형강을 생산하는 철강 회사로, 건설, 조선, 기계 등 다양한 산업에 제품을 납품해. 1971년 설립 이후 생산설비 현대화와 품질 개선에 꾸준히 투자해 왔어. 다양한 규격과 형태의 제품을 생산해 경기 변동에도 유연하게 대응할 수 있어. 다품종 전략을 통해 경쟁력을 유지하고 있어."
한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),168490,
한국항공우주,47810,"한국항공우주는 항공기, 위성, 발사체 등을 설계하고 생산하는 방위산업 중심 회사로, 국내 주요 전투기·헬기 생산을 맡고 있어. KF-21, T-50 같은 국산 항공기뿐 아니라 보잉·에어버스와 협력해 민간 기체도 생산하고 있어. 유무인 복합체계와 우주 솔루션 개발을 통해 차세대 항공·우주산업을 준비하고 있어. 글로벌 항공방산 시장에서 입지를 확대하고 있어."
한국화장품,123690,"한국화장품은 다양한 화장품 제품을 유통하는 회사로, 기초·색조화장품을 중심으로 700여 가지 제품을 취급하고 있어. 오프라인 매장뿐 아니라 헬스앤뷰티 채널 등 다양한 유통망을 갖추고 있어. 브랜드 매니저 체제를 통해 브랜드 파워를 높이고 있어. 차별화된 신제품 개발로 시장 내 존재감을 키우고 있어."
한국화장품제조,3350,"한국화장품제조는 OEM·ODM 방식으로 화장품을 대신 생산해주는 회사로, 약 1,600여 가지 제품을 제조하고 있어. GMP나 ISO 등 여러 인증을 통해 품질 신뢰도를 높이고 있어. 한국화장품과 인적분할된 이후 제조에 집중하고 있어. 기술력과 생산역량을 기반으로 글로벌 고객사 유치에도 힘쓰고 있어."
한농화성,11500,"한농화성은 계면활성제, 글리콜에테르 같은 정밀화학제품을 만드는 회사로, 반도체·도료·화장품 산업에 활용되는 제품을 공급해. 지속적인 연구개발을 통해 고순도 첨단화학제품 비중을 확대하고 있어. 친환경 제품과 고부가가치 신제품 개발에 집중하고 있어. 정밀화학 분야에서 안정적 성장 기반을 다져가고 있어."
한독,2390,"한독은 1954년 설립된 제약회사로, 당뇨병·고혈압 치료제, 백신, 진단시약, 건강기능식품 등 다양한 제품을 만들고 있어. 충북 음성에 생산공장, 서울 마곡에 연구소를 운영하며 품질관리에 집중하고 있어. 글로벌 제약사와 협력도 활발하며, 기술력 기반의 자체 신약 개발도 추진 중이야. 국내 제약업계에서 오랜 전통과 전문성을 자랑해."
한미글로벌,53690,"한미글로벌은 건설 프로젝트의 기획부터 설계, 시공, 감리, 사후관리까지 전 과정을 대신 관리해주는 전문 회사야. 1996년에 설립되어 국내 최초로 건설사업관리(CM)를 도입했지. 최신 기술과 원가 관리 노하우를 활용해서 비용은 줄이고 품질은 높이는 걸 목표로 해. 다양한 분야에서 발주자를 위한 종합관리 서비스를 제공하고 있어."
한미반도체,42700,"한미반도체는 반도체를 만들 때 필요한 자동화 장비를 설계하고 생산해서 세계 각국에 판매하는 회사야. 1980년에 설립되었고, 절단, 본딩, 검사 장비 등에서 기술력이 뛰어나. 특히 반도체 패키지 절단 장비를 국산화한 게 큰 성과야. 연구소를 세워 지속적으로 신제품 개발도 하고 있어."
한미사이언스,8930,"한미사이언스는 여러 자회사를 통해 의약품과 건강기기 관련 사업을 하는 지주회사야. 1973년에 설립되어 2011년 지주회사로 전환되었고, 주로 자회사 지분 수익과 브랜드 사용료로 수익을 내. 2022년에 한미헬스케어와 합병해 헬스케어 사업을 확장했어. 의료기기, IT, 소비자 건강제품까지 영역을 넓히고 있어."
한미약품,128940,"한미약품은 한미사이언스에서 의약품 부문이 떨어져 나와 만든 전문 제약회사야. 주로 고혈압, 고지혈증, 위산 역류 같은 병을 치료하는 약을 만들고 판매해. 1,500개 넘는 국내외 특허를 보유하고 있어. 지속적인 연구개발 투자로 신약 개발에 힘쓰고 있어."
한샘,9240,"한샘은 부엌, 욕실, 바닥재 같은 집 인테리어 자재를 만들고 파는 회사야. 1973년에 설립되어 전국 쇼룸과 온라인을 통해 종합 홈 인테리어 솔루션을 제공해. 가구뿐 아니라 집 전체 리모델링 서비스도 운영해. IT 기반 시스템으로 설계부터 시공까지 통합 서비스를 해줘."
한섬,20000,"한섬은 TIME, MINE 등 고급 여성 브랜드로 유명한 패션 회사야. 1987년에 설립되어 백화점, 온라인몰 등 다양한 유통채널을 운영해. 최근에는 라이브커머스 같은 새로운 유통 방식도 강화하고 있어. 트렌드 변화에 빠르게 대응하며 브랜드 경쟁력을 높이고 있어."
한성기업,3680,"한성기업은 맛살, 냉동식품, 육가공 제품 등 수산가공식품을 생산하는 오래된 식품회사야. 1963년에 설립돼 게맛살 ‘크래미’로 유명하고, 국내 HACCP 인증 공장을 운영하고 있어. 지속 가능한 수산업을 위해 MSC 인증도 획득했어. 위생과 품질 관리를 철저히 하며 시장 점유율을 유지하고 있어."
